,count,landmark_id,landmark_name
495,121,4345,"Halla_kyrka,_S%C3%B6dermanland"
496,121,44145,Toronto_Waterfront
497,120,82138,Belair_Mansion
498,120,44843,Huis_ten_Bosch
499,120,42088,Mission_Control_Center_Houston
500,120,8596,Netherlands_American_Cemetery_and_Memorial
501,120,32244,"Sankta_Gertruds_kyrka,_V%C3%A4stervik"
502,120,25273,"Tyska_kyrkan,_Stockholm"
503,120,95822,"Alla_Helgona_kyrka,_Nyk%C3%B6ping"
504,120,29393,Fort_Regent
505,120,84666,Dutch_Harbor_Naval_Operating_Base_and_Fort_Mears
506,119,94247,"Warner_Theatre,_Washington,_D.C."
507,118,51949,Almunge_kyrka
508,118,78540,"Kristine_kyrka,_J%C3%B6nk%C3%B6ping"
509,118,95148,Adam_Mickiewicz_Park_in_Gda%C5%84sk-Oliwa
510,118,83337,Mission_San_Gabriel_Arc%C3%A1ngel
511,118,12104,"Tribeca,_Manhattan"
512,118,59893,Morkarla_kyrka
513,118,91679,Upper_Bicutan
514,117,80185,Fort_Union_National_Monument
515,117,72452,USS_Iowa_(BB-61)
516,117,31367,Society_for_Savings_Building
517,117,39745,Sunnersbergs_kyrka
518,117,76735,Skan%C3%B6rs_kyrka
519,117,90752,Sankta_Ragnhilds_kyrka
520,116,48631,Laurel_Hill_Cemetery
521,116,65993,Writers_footways
522,116,60387,Edward_Dexter_House
523,116,31118,Aalborg_Maritime_Museum
524,116,73474,Husby-L%C3%A5nghundra_kyrka
525,116,91243,Borough_House_Plantation
526,116,75610,Juniper_Dunes_Wilderness
527,116,71087,"Fountain_Square,_Cincinnati"
528,115,13834,San_Juan_Islands
529,115,39843,Alabama_Theatre
530,115,40322,Ljusdals_kyrka
531,115,87267,Finnish_Reserve_officer_school_museum
532,115,86037,Olbia_(Ukraine)
533,115,50899,Sculptures_in_Marl
534,115,99336,"Mariakyrkan,_B%C3%A5stad"
535,115,46009,St%C3%A5nga_kyrka
536,114,90060,Fru_Alstads_kyrka
537,114,52883,"Barrytown,_New_York"
538,114,22243,Pfarrkirche_Heiligenblut
539,114,87681,Tryde_kyrka
540,114,44485,Harbour_of_Pasaia
541,114,77884,%C3%96cker%C3%B6_gamla_kyrka
542,114,56699,Castillo_de_San_Marcos_National_Monument
543,114,45539,"Nys%C3%A4tra_kyrka,_Uppland"
544,114,76011,Fasterna_kyrka
545,113,31809,Granhults_kyrka
546,113,76815,Amiralitetskyrkan
547,113,48121,"Harvard_Shaker_Village,_Massachusetts"
548,113,83003,Blandfield
549,113,40369,Borgsj%C3%B6_kyrka
550,113,90150,Kennedy_Space_Center
551,113,51574,Vall%C3%A9e_d'Ossau
552,113,5370,"Prudhoe_Bay,_Alaska"
553,113,87576,F%C3%A4rl%C3%B6vs_kyrka
554,113,94417,K%C3%B6nigsberg_Castle
555,113,41436,Misterhults_kyrka
556,112,77310,Big_Muddy_National_Fish_and_Wildlife_Refuge
557,112,53305,"Sankta_Maria_kyrka,_Ystad"
558,112,70674,Hoosac_Tunnel
559,112,67844,R%C3%B6_kyrka
560,112,35510,Schloss_Rochlitz
561,112,38863,Dalhems_kyrka
562,112,503,Gilman_Garrison_House
563,111,34439,Westergasfabriek
564,111,16636,M%C3%B6klinta_kyrka
565,111,30942,Biblioth%C3%A8que_nationale_de_France
566,111,39335,Orkesta_kyrka
567,111,10889,"South_Harbour,_Helsinki"
568,111,76778,Malheur_National_Forest
569,111,82900,Manege_Military_Museum
570,110,5135,Poplar_Forest
571,110,26131,Adels%C3%B6_kyrka
572,110,69001,"Johannisfriedhof,_Dresden"
573,110,60728,Salems_kyrka
574,110,49972,Mirror_Lake_(California)
575,110,42450,R%C3%A4ttviks_kyrka
576,110,99092,USS_Arizona_(BB-39)
577,110,76554,Hill-Stead_Museum
578,110,26733,Neal_Smith_National_Wildlife_Refuge
579,110,14849,Leksands_kyrka
580,110,87700,Stortingsbygningen
581,110,54200,White_River_National_Fish_Hatchery
582,110,76145,Olympisch_Stadion
583,109,52074,Novospassky_Monastery
584,109,17989,Shoalwater_Bay
585,109,98420,Smithsonian_Institution
586,109,53043,Old_Faithful_Geyser
587,109,89506,Fort_Wadsworth
588,108,41544,K%C3%A4vlinge_gamla_kyrka
589,108,69812,"Oudezijds_Achterburgwal,_Amsterdam"
590,108,14041,Fort_Sam_Houston
591,108,40533,Prado_Dam
592,108,55052,Hove_Church
593,108,68587,Bydgoszcz_Canal
594,108,67843,Drevs_gamla_kyrka
595,108,83172,S%C3%A4tila_kyrka
596,108,43789,Phineas_Banning_Residence
597,108,53389,Speelgoedmuseum_Deventer
598,107,56656,Minidoka_National_Historic_Site
599,107,56630,Galleria_Palatina_(Florence)
600,107,57161,"Christ_Church,_Philadelphia"
601,107,78375,"Solberga_kyrka,_Bohusl%C3%A4n"
602,107,68639,%C3%96sterf%C3%A4rnebo_kyrka
603,107,95659,Karlskoga_kyrka
604,107,24843,"Sankt_Olofs_kyrka,_%C3%96sterlen"
605,106,40432,%C3%89comus%C3%A9e_d'Alsace
606,106,43589,Runtuna_kyrka
607,106,66991,Adena_Mansion
608,106,52320,George_Washington_Bridge
609,106,68924,Grant's_Tomb
610,106,59961,V%C3%A4stra_Ving%C3%A5kers_kyrka
611,106,17521,Ave_Maria_Grotto
612,105,44550,Gothems_kyrka
613,105,34708,Hamr%C3%A5nge_kyrka
614,105,34723,Sj%C3%B6historiska_museet
615,105,11076,Schloss_Sonnenstein
616,105,13756,Olympic_National_Park
617,105,77967,Wzg%C3%B3rze_Wolno%C5%9Bci
618,105,91762,Zucker-Museum_Berlin
619,105,62284,Skurups_kyrka
620,105,58664,Kunstgewerbemuseum_Berlin
621,105,75509,White_Sands_Missile_Range
622,104,84813,Burg_Mildenstein
623,104,92323,Oregon_State_Forester's_Office_Building
624,104,14619,Roslags-Kulla_kyrka
625,104,52715,Yongsan_Garrison
626,104,11323,Brooklyn_Bridge
627,104,73580,Old_Charleston_Jail
628,104,1373,Dorney_Park
629,104,69611,Beurs_van_Berlage
630,104,33693,Hanover_House
631,104,84131,G%C3%B6tene_kyrka
632,103,36195,Old_Faithful_Inn
633,103,72543,Forbidden_Corner
634,103,88237,"Lowndesboro,_Alabama"
635,103,48518,Sundre_kyrka
636,103,4785,H%C3%A4ggeby_kyrka
637,103,96600,"N%C3%A4sby_kyrka,_Sm%C3%A5land"
638,103,49508,Burg_Stolpen
639,103,70082,Mulberry_harbours
640,103,45204,Djur%C3%B6_kyrka
641,103,45764,Durrell_Wildlife_Park
642,102,20329,Hemmesj%C3%B6_gamla_kyrka
643,102,54503,Central_Park
644,102,100167,Aravaipa_Canyon_Wilderness
645,102,66874,Augusta_Canal
646,102,18291,"Oudezijds_Voorburgwal,_Amsterdam"
647,102,80860,Mea_Shearim
648,102,94163,Monument_Avenue
649,102,23143,Colonial_Parkway
650,102,80813,Sk%C3%A4lvums_kyrka
651,102,37098,Wheat
652,102,12503,Panama-California_Exposition
653,102,24007,Portugees-Isra%C3%ABlietische_Synagoge
654,101,44050,Mound_Facility
655,101,8382,"Brouwersgracht,_Amsterdam"
656,101,84881,Mission_San_Antonio_de_Padua
657,101,98054,Frogner_stadion
658,101,343,Museum_Schloss_F%C3%BCrstenberg
659,101,51392,Mus%C3%A9e_des_Beaux-Arts_de_Carcassonne
660,101,495,Fort_Christiansv%C3%A6rn
661,101,52515,Sacramento_Shops
662,101,38472,Lye_kyrka
663,101,45852,Pi%C5%82sudski_Square_in_Warsaw
664,100,87058,"Cemetery_of_Polloe,_Donostia-San_Sebasti%C3%A1n"
665,100,62699,American_Historical_Collection
666,100,14221,Fort_Jefferson
667,100,55481,Intrepid_Sea-Air-Space_Museum
668,100,41747,"Washington,_Kentucky"
669,100,53227,Broddetorps_kyrka
670,100,27241,Decatur_House
671,100,6107,Skansen
672,99,3681,Fresta_kyrka
673,99,67838,Cascade_Range
674,99,14447,Ghent%E2%80%93Terneuzen_Canal
675,99,71413,Cath%C3%A9drale_Sainte-Eulalie-et-Sainte-Julie_d'Elne
676,99,97658,Zion-Mount_Carmel_Highway
677,99,21262,Mora_kyrka
678,99,59721,Gammelgarns_kyrka
679,99,3389,%C5%A0umava
680,99,7516,Skyline_Drive_(Shenandoah_National_Park)
681,99,56840,Malolos_Historic_Town_Center
682,98,52567,Pokazowa_Zagroda_%C5%BBubr%C3%B3w_w_Pszczynie
683,98,27281,Bj%C3%A4resj%C3%B6_kyrka
684,98,83219,Enskede_kyrka
685,98,66284,Kinderdijk_windmills
686,98,4843,Suntaks_gamla_kyrka
687,98,10580,Hialeah_Park_Race_Track
688,98,78148,Mission_San_Carlos_Borromeo_de_Carmelo
689,98,95873,Dalar%C3%B6_kyrka
690,98,26774,Torsby_kyrka
691,98,47427,Yale_University
692,97,33957,"Cliveden_(Germantown,_Pennsylvania)"
693,97,61367,Skeppsholmskyrkan
694,97,23626,L%C3%A4rbro_kyrka
695,97,83317,"%C3%85kers_kyrka,_S%C3%B6dermanland"
696,97,38310,Hubbo_kyrka
697,97,67727,National_Historic_Oregon_Trail_Interpretive_Center
698,97,16056,V%C3%A4stra_Tunhems_kyrka
699,97,77784,Armed_Forces_of_the_Philippines_Museum
700,97,78550,Vehicle_Assembly_Building
701,97,8315,"Heliga_Trefaldighets_kyrka,_G%C3%A4vle"
702,97,75537,Schloss_Nossen
703,97,32711,Memorial_Stadium_(Baltimore)
704,96,35288,"Union_Station_(Washington,_D.C.)"
705,96,43130,Hagshults_kyrka
706,96,93677,"San_Agustin_Church,_Manila"
707,96,38232,Bottnaryds_kyrka
708,96,34693,Overloon_War_Museum
709,96,43131,Pinares_de_Rodeno
710,96,55287,Haringvlietdam
711,96,47189,Markims_kyrka
712,96,15153,"Saint_Michael_the_Archangel_Parish_Church_(Bacnotan,_La_Union)"
713,96,54959,Casa_Mas%C3%B3
714,96,54090,Garde_kyrka
715,96,74623,Sk%C3%B6rstorps_kyrka
716,95,55139,Kazan
717,95,51558,Rombon
718,95,57228,Milford_Sound
719,95,28555,Camp_Navajo
720,95,26688,Pictured_Rocks_National_Lakeshore
721,95,37279,Films_kyrka
722,95,9736,Lilla_Malma_kyrka
723,95,33607,Flathead_National_Forest
724,95,58581,Norrby_kyrka
725,95,83918,"Hammarby_kyrka,_S%C3%B6dermanland"
726,94,26245,Dannemora_kyrka
727,94,96700,Homewood_Cemetery
728,94,16823,Smithsonian_Institution_Building
729,94,2229,Soroca_Fort
730,94,41267,Eriksbergs_gamla_kyrka
731,94,79062,Chopaka_Lake
732,94,12879,"Tuna_kyrka,_Uppland"
733,94,86186,V%C3%A5rkumla_kyrka
734,94,6293,"Schloss_Hartenfels,_Torgau"
735,94,74394,Mohonk_Mountain_House
736,93,47387,Norrala_kyrka
737,93,2752,S%C3%B6dra_R%C3%A5da_gamla_kyrka
738,93,72351,Lids_kyrka
739,93,72322,Museum_of_Industry_and_Railway_in_Lower_Silesia
740,93,60559,V%C3%A4stra_Sallerups_kyrka
741,93,70343,H%C3%B6l%C3%B6_kyrka
742,93,8330,Pite%C3%A5_stadskyrka
743,93,68906,Fellingsbro_kyrka
744,93,7734,Puget_Sound
745,92,24438,St._Johannis_(Herford)
746,92,57398,San_Diego_Botanic_Garden
747,92,53332,Statens_historiska_museum
748,92,43407,Blid%C3%B6_kyrka
749,92,9023,Quezon_City_Experience
750,92,47246,Kotlasskiy_kraevedcheskiy_musey
751,92,11716,L%C3%B6derups_kyrka
752,92,9754,S%C3%B6dra_teatern
753,92,81290,Galleria_d'Arte_Moderna_(Florence)
754,92,58795,"Church_of_the_Holy_Cross_(Stateburg,_South_Carolina)"
755,92,23557,Mehan_Garden
756,92,58839,Holkham_Hall
757,92,79091,Yuelu_Academy
758,92,61260,Dove_Lake
759,91,26959,McMurdo_Station
760,91,83276,Mission_San_Miguel_Arc%C3%A1ngel
761,91,14057,USS_Texas_(BB-35)
762,91,6403,Full%C3%B6sa_kyrka
763,91,42709,Bouzov_Castle
764,91,17153,Farstorps_kyrka
765,91,51755,Hells_Canyon
766,91,4904,Pampanga_Provincial_Capitol
767,91,24815,Yellowstone_Lake
768,91,56491,K%C3%B8ge_Kirke
769,91,80190,Fort_Washington_Park
770,91,93381,"Christ_Church_(Alexandria,_Virginia)"
771,91,61160,McNeil_Street_Pumping_Station
772,91,66427,Tidal_Basin
773,90,28281,Kraton_of_Yogyakarta
774,90,37170,Neuweiler_Brewery
775,90,9893,Mont_Orgueil
776,90,50448,CIA_Museum
777,90,81839,Grums_kyrka
778,90,84150,Jaffa
779,90,21182,Kontxa_bay
780,90,94695,Forum_Marinum
781,90,5462,Ivan_Honchar_Museum
782,90,87801,Buddhas_of_Bamiyan
783,90,26840,Ocklawaha_River
784,90,68089,Kaiser-Wilhelm-Denkmal_an_der_Porta_Westfalica
785,90,23,Simtuna_kyrka
786,90,32403,"Central_Waterfront,_Seattle,_Washington"
787,90,69911,Library_of_Congress
788,89,8421,Almby_kyrka
789,89,23280,Wilson_Dam
790,89,88280,L%C3%A5ssa_kyrka
791,89,6248,Great_Barrier_Reef
792,89,56293,Yerba_Buena_Island
793,89,18970,Gaineswood
794,89,22043,John_P._Grace_Memorial_Bridge
795,89,87822,Moritzburg_Castle
796,89,50599,Fort_Jay
797,89,79771,V%C3%A4sterplana_kyrka
798,89,18786,Croton_Aqueduct
799,89,71890,Julita_kyrka
800,89,89175,Husby-Rekarne_kyrka
801,89,24045,"%C3%96ja_kyrka,_Gotland"
802,88,32320,Tennessee_River
803,88,42034,Hille_kyrka
804,88,9570,Walt_Disney_Studios_(Burbank)
805,88,61293,X-10_Graphite_Reactor
806,88,94892,Lilla_Harrie_kyrka
807,88,3293,Bridalveil_Fall
808,88,85886,Tao_House
809,88,58663,Tudor_Place
810,88,48755,"Almaden_Mine,_Santa_Clara_County,_California"
811,88,26050,Bukittinggi
812,88,72603,Ch%C3%A2teau_du_Nouveau-Windstein
813,88,68660,Ysane_kyrka
814,88,66566,National_Museum_of_the_Marine_Corps
815,88,67254,Fr%C3%B6jels_kyrka
816,88,72880,Menai_Strait
817,87,21992,High_Bridge_(New_York_City)
818,87,20288,Citadel_of_Erbil
819,87,4992,Njurunda_kyrka
820,87,80558,"By_kyrka,_Dalarna"
821,87,89018,Yellowstone_National_Park
822,87,24098,Kay_Street-Catherine_Street-Old_Beach_Road_Historic_District
823,87,100491,Upper_Silesian_Ethnographic_Park
824,87,95204,Fredrikskyrkan
825,87,25175,East_Broad_Top_Railroad
826,86,92585,Lake_Tekapo
827,86,14730,Knutby_kyrka
828,86,70673,Gryta_kyrka
829,86,32526,Elan_Valley_Reservoirs
830,86,36627,Cit%C3%A9_du_train
831,86,11002,Alborz
832,86,13655,Alvesta_kyrka
833,86,80040,New_York_City_Hall
834,86,75508,Hedmarksmuseet
835,86,62050,Centrum_Edukacji_i_Promocji_Regionu_w_Szymbarku
836,86,25562,"City_Botanic_Gardens,_Brisbane"
837,86,82444,%C3%85ls_kyrka
838,86,57157,Olana_State_Historic_Site
839,86,6363,%C3%84lgar%C3%A5s_kyrka
840,86,20044,Richfield_Oil_Company_Building
841,86,9962,Kristinehamns_kyrka
842,86,8338,"City_Market_(Charleston,_South_Carolina)"
843,86,16055,Saint_Thomas_Church_(Jersey)
844,86,87581,City_Theater
845,86,33950,Ornunga_gamla_kyrka
846,85,48669,Israel_National_Trail
847,85,59086,Siam_Society
848,85,89213,Patuxent_Research_Refuge
849,85,73836,Blad%C3%A5kers_kyrka
850,85,67293,Ekka
851,85,81455,San_Juan_Botanical_Garden
852,85,93008,Pfarrkirche_Gm%C3%BCnd
853,85,65768,Gelati_Monastery
854,85,385,V%C3%A5rdinge_kyrka
855,85,85390,Channel_Islands_National_Marine_Sanctuary
856,85,5577,River_Conwy
857,85,98007,%C3%96vraby_kyrka
858,85,24311,Sierra_National_Forest
859,84,6235,Wertheim_National_Wildlife_Refuge
860,84,8419,S%C3%B6derby-Karls_kyrka
861,84,84224,Sailors'_Snug_Harbor
862,84,42204,William_Scarbrough_House
863,84,58989,"Plaza_de_Roma,_Intramuros"
864,84,37689,San_Francisco_Bay
865,84,75177,T%C3%A5dene_kyrka
866,84,100007,Glen_Canyon_National_Recreation_Area
867,84,67472,Bremner_Historic_Mining_District
868,84,34704,Ignaberga_gamla_kyrka
869,84,19801,Alaska_Maritime_National_Wildlife_Refuge
870,84,35602,"Museu_Nacional,_Rio_de_Janeiro"
871,84,11004,G%C3%A5singe_kyrka
872,83,30132,%C3%96stra_Vemmerl%C3%B6vs_kyrka
873,83,64542,Evangelische_Kirche_im_Rheinland
874,83,101233,L%C3%B6gd%C3%B6_kyrka
875,83,100348,Galleria_dell'Accademia_Carrara_(Bergamo)
876,83,98487,Lake_Powell
877,83,100809,Lake_Pontchartrain
878,83,95195,"Bar_Harbor,_Maine"
879,83,62690,Mus%C3%A9e_des_automates
880,83,93753,Heyward-Washington_House
881,83,13469,Finja_kyrka
882,83,76717,Rock_of_Gibraltar
883,83,75036,Memorial_park_(Moscow_Brotherly_Cemetery)
884,83,60459,Soo_Locks
885,83,30423,"Oakland_Plantation_(Natchitoches,_Louisiana)"
886,82,89467,Bi%C3%B1an_Football_Stadium
887,82,100416,Church_of_All_Nations_(Jerusalem)
888,82,25485,Schloss_Lichtenwalde
889,82,47425,Arizona_Biltmore_Hotel
890,82,51328,So%C4%8Da
891,82,83970,Sequoia_National_Park
892,82,31550,Kalix_kyrka
893,82,17313,National_World_War_II_Memorial
894,82,88485,Yangling_(Han)
895,82,63091,Congress_Hall
896,82,15318,Airborne_War_Cemetery
897,82,62189,M%C3%B6nster%C3%A5s_kyrka
898,81,78250,Prime_Hook_National_Wildlife_Refuge
899,81,61212,Teylers_Tweede_Schilderijenzaal
900,81,80630,Philadelphia_Lazaretto
901,81,16334,V%C3%A4stlands_kyrka
902,81,89661,Dejima
903,81,23276,Littlerock_Dam
904,81,72869,"Hartington,_Nebraska_city_auditorium"
905,81,69757,David_Crombie_Park
906,81,42326,Muiderpoort_(Amsterdam)
907,81,23293,"Spuistraat,_Amsterdam"
908,81,70578,Westover_Plantation
909,81,63082,"Lindengracht,_Amsterdam"
910,80,77798,Macombs_Dam_Bridge
911,80,69996,Kung_Karls_kyrka
912,80,62108,Nysunds_kyrka
913,80,73909,Modoc_National_Forest
914,80,63608,Port_of_IJmuiden
915,80,10957,Governor_William_Aiken_House
916,80,16298,Lake_Creek_Falls
917,80,48784,Wieliczka_salt_mine
918,80,50662,Wildpark_Saarbr%C3%BCcken
919,80,33264,Na_Popovick%C3%A9m_kopci
920,80,89477,Theodore_Roosevelt_Island
921,80,11723,Ka%C5%A1perk
922,80,32846,"The_Old_House_(Cutchogue,_New_York)"
923,80,31207,University_of_Rochester
924,80,20540,Longfellow_Bridge
925,80,35582,Museo_Torpin_Tykit
926,80,89056,Ronde_Lutherse_Kerk
927,80,47859,Colonial_Germantown_Historic_District
928,80,79398,Mammoth_Hot_Springs
929,80,12901,Miami_Beach_Architectural_District
930,79,71606,%C3%96sterv%C3%A5la_kyrka
931,79,41916,Desert_Queen_Ranch
932,79,85417,Skuttunge_kyrka
933,79,11145,Meissen_Cathedral
934,79,17466,Petrified_Forest_National_Park
935,79,49777,Ch%C3%A2teau_du_Wasigenstein
936,79,78535,"Cornhill_(Boston,_Massachusetts)"
937,79,99288,Ayuntamiento_de_Manila
938,79,38198,Sofia_kyrka
939,79,16067,Los_Angeles_City_Hall
940,79,57827,Agoo_Basilica
941,79,28152,H%C3%A4stveda_kyrka
942,79,63132,Shepherds
943,79,47597,Stenberga_kyrka
944,79,8888,Lake_of_the_Ozarks_State_Park
945,79,100918,D%C3%B6rarps_kyrka
946,79,94352,Montelbaanstoren
947,79,73305,San_Bernardino_National_Forest
948,79,98216,Apraksin_dvor
949,79,86728,Alvastra_monastery
950,79,30754,Gr%C3%B6dinge_kyrka
951,79,40773,Vanderbilt_Mansion
952,78,7799,Gaylord_National_Resort_%26_Convention_Center
953,78,46036,Mont_Blanc
954,78,24563,Giant's_Causeway
955,78,79235,King_Sejong's_commentary_for_Zizhi_Tongjian
956,78,9749,"Tveta_kyrka,_S%C3%B6dermanland"
957,78,95610,J%C3%A4msh%C3%B6gs_kyrka
958,78,18475,French_colonial_empire
959,78,46243,Macquarie_Pass_National_Park
960,78,88078,Fort_Simcoe
961,78,16050,Inyo_National_Forest
962,78,6284,Adel%C3%B6vs_kyrka
963,78,16931,Mission_San_Luis_Rey_de_Francia
964,78,46931,Kr%C3%A4cklinge_kyrka
965,78,41598,Erlebnispark_Tripsdrill
966,78,40523,L%C3%B6vstabruks_kyrka
967,78,32566,Malungs_kyrka
968,78,65900,Fort_Point_National_Historic_Site
969,78,67850,Vimmerby_kyrka
970,77,37781,Mus%C3%A9e_d%C3%A9partemental_Albert-Kahn
971,77,78665,Schloss_Hohent%C3%BCbingen
972,77,79164,Mus%C3%A9e_de_la_R%C3%A9volution_fran%C3%A7aise
973,77,24468,Transfiguration_Monastery
974,77,85112,Black_Hills_National_Forest
975,77,62064,Skarhults_kyrka
976,77,97586,"Segerstads_kyrka,_V%C3%A4rmland"
977,77,99532,Virginia_State_Capitol
978,77,13577,Manzanar_War_Relocation_Center
979,77,5071,Gottr%C3%B6ra_kyrka
980,77,27967,Borgstena_kyrka
981,77,14678,Linder%C3%B6ds_kyrka
982,77,30227,Gladhammars_kyrka
983,77,3974,"Williamsburg_(ship,_1930)"
984,77,40625,Teda_kyrka
985,77,38311,Fryks%C3%A4nde_kyrka
986,77,19318,Fort_Leavenworth_National_Cemetery
987,77,69310,Denali_National_Park
988,77,96757,Grasagar%C3%B0ur_Reykjav%C3%ADkur
989,77,84510,Gnosj%C3%B6_kyrka
990,76,98483,Hala_%C5%81uczniczka
991,76,78693,Cos_Cob_Power_Station
992,76,57344,Second_Bank_of_the_United_States
993,76,76675,Collection_of_Sculpture_and_Decorative_Arts_(Kunsthistorisches_Museum)
994,76,64912,Mozes_en_A%C3%A4ronkerk_(Amsterdam)
995,76,24958,Taunus
996,76,75449,K%C3%B6pinge_kyrka
997,76,40087,L%C3%B6sens_kyrka
998,76,64490,Skee_kyrka
999,76,25275,Kosciuszko_National_Park
